agent,pr_id,pr_number,repo_url,pr_url,issue_url,issue_number,created_at
Human,2316450191,421,https://github.com/miurla/morphic,https://github.com/miurla/morphic/pull/421,https://github.com/miurla/morphic/issues/419,419,2025-02-05T01:41:32Z
Human,2316450191,421,https://github.com/miurla/morphic,https://github.com/miurla/morphic/pull/421,https://github.com/miurla/morphic/issues/422,422,2025-02-05T01:52:40Z
Human,2598419909,2291,https://github.com/moonbitlang/core,https://github.com/moonbitlang/core/pull/2291,https://github.com/moonbitlang/core/issues/2010,2010,2025-06-20T06:26:39Z
Human,2570576379,1433,https://github.com/EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs/pull/1433,https://github.com/EricLBuehler/mistral.rs/issues/1436,1436,2025-06-06T02:11:41Z
Human,2293870168,2810,https://github.com/vdaas/vald,https://github.com/vdaas/vald/pull/2810,https://github.com/vdaas/vald/issues/2827,2827,2025-02-01T02:49:11Z
Human,2350018470,3760,https://github.com/spring-projects/spring-kafka,https://github.com/spring-projects/spring-kafka/pull/3760,https://github.com/spring-projects/spring-kafka/issues/3761,3761,2025-02-21T16:28:10Z
Human,2476004130,511,https://github.com/gptme/gptme,https://github.com/gptme/gptme/pull/511,https://github.com/gptme/gptme-agent-template/issues/15,15,2025-06-27T17:12:36Z
Human,2357935218,2232,https://github.com/crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2232,https://github.com/crewAIInc/crewAI/issues/2150,2150,2025-02-28T20:29:41Z
Human,2542040727,4819,https://github.com/langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/pull/4819,https://github.com/langchain-ai/langgraph/issues/5007,5007,2025-06-09T14:18:54Z
Human,2465149936,127,https://github.com/antiwork/gumroad,https://github.com/antiwork/gumroad/pull/127,https://github.com/antiwork/gumroad/issues/20,20,2025-04-22T05:21:17Z
